CO(GT),PT08.S1(CO),NO2(GT),PT08.S4(NO2),T,RH,AH,day,year,quarter,weekday,label
5.9,1559.0,127.0,2197.0,25.4,50.7,1.6187,2.0,2004.0,4.0,1.0,3
6.8,1713.0,140.0,2386.0,24.4,56.0,1.6885,2.0,2004.0,4.0,1.0,3
7.9,1751.0,158.0,2496.0,23.0,62.1,1.7283,2.0,2004.0,4.0,1.0,3
8.0,1723.0,121.0,2563.0,21.8,65.3,1.6889,2.0,2004.0,4.0,1.0,3
9.2,1778.0,119.0,2643.0,20.9,67.5,1.6539,2.0,2004.0,4.0,1.0,3
5.9,1461.0,96.0,2111.0,20.2,68.6,1.6034,2.0,2004.0,4.0,1.0,3
3.7,1258.0,77.0,1804.0,19.3,70.8,1.5728,2.0,2004.0,4.0,1.0,3
2.6,1138.0,66.0,1641.0,19.2,68.8,1.5097,2.0,2004.0,4.0,1.0,1
1.1,936.0,56.0,1381.0,20.4,61.1,1.4495,3.0,2004.0,4.0,2.0,2
2.6,1167.0,62.0,1620.0,18.0,71.5,1.4615,3.0,2004.0,4.0,2.0,3
2.2,1071.0,58.0,1542.0,17.5,73.2,1.4515,3.0,2004.0,4.0,2.0,2
0.9,866.0,109.0,1328.0,17.2,71.7,1.394,3.0,2004.0,4.0,2.0,2
1.8,836.0,37.0,1271.0,16.4,74.4,1.3779,3.0,2004.0,4.0,2.0,2
0.5,823.0,35.0,1253.0,16.8,71.9,1.3628,3.0,2004.0,4.0,2.0,2
0.7,890.0,50.0,1290.0,16.9,70.5,1.3504,3.0,2004.0,4.0,2.0,2
1.3,1019.0,64.0,1438.0,17.0,70.1,1.3512,3.0,2004.0,4.0,2.0,2
2.2,1177.0,75.0,1667.0,18.8,62.5,1.3401,3.0,2004.0,4.0,2.0,3
3.7,1348.0,101.0,1847.0,20.3,58.4,1.3745,3.0,2004.0,4.0,2.0,3
3.7,1341.0,94.0,1786.0,23.7,49.1,1.423,3.0,2004.0,4.0,2.0,3
3.4,1307.0,95.0,1767.0,26.6,42.8,1.4713,3.0,2004.0,4.0,2.0,3
3.4,1305.0,124.0,1771.0,26.2,43.5,1.4591,3.0,2004.0,4.0,2.0,3
2.6,1177.0,86.0,1632.0,26.3,43.6,1.4663,3.0,2004.0,4.0,2.0,3
2.5,1192.0,79.0,1638.0,26.6,42.5,1.4568,3.0,2004.0,4.0,2.0,3
2.5,1214.0,87.0,1642.0,26.3,43.7,1.4718,3.0,2004.0,4.0,2.0,3
2.7,1240.0,94.0,1699.0,25.6,46.2,1.4903,3.0,2004.0,4.0,2.0,3
3.2,1271.0,107.0,1703.0,25.1,47.6,1.4983,3.0,2004.0,4.0,2.0,3
3.7,1333.0,107.0,1853.0,23.8,51.4,1.4956,3.0,2004.0,4.0,2.0,3
4.6,1390.0,117.0,1959.0,23.3,53.1,1.496,3.0,2004.0,4.0,2.0,3
3.3,1266.0,97.0,1807.0,22.4,55.2,1.4735,3.0,2004.0,4.0,2.0,3
2.4,1140.0,90.0,1597.0,21.7,57.7,1.4766,3.0,2004.0,4.0,2.0,3
2.8,1240.0,86.0,1714.0,20.5,63.0,1.5043,3.0,2004.0,4.0,2.0,3
2.7,1187.0,77.0,1641.0,19.5,67.6,1.5156,3.0,2004.0,4.0,2.0,3
1.8,1043.0,66.0,1489.0,18.7,69.0,1.4727,4.0,2004.0,4.0,3.0,2
1.1,948.0,57.0,1382.0,19.3,65.5,1.45,4.0,2004.0,4.0,3.0,2
1.2,955.0,55.0,1362.0,17.6,70.8,1.4105,4.0,2004.0,4.0,3.0,2
0.8,915.0,109.0,1315.0,16.8,72.9,1.3851,4.0,2004.0,4.0,3.0,2
0.6,832.0,40.0,1239.0,17.8,68.1,1.3722,4.0,2004.0,4.0,3.0,2
0.5,846.0,40.0,1218.0,16.1,73.5,1.3329,4.0,2004.0,4.0,3.0,2
0.7,897.0,46.0,1270.0,15.8,73.5,1.3151,4.0,2004.0,4.0,3.0,2
0.8,908.0,53.0,1272.0,17.0,68.0,1.3102,4.0,2004.0,4.0,3.0,2
3.5,1348.0,84.0,1833.0,16.0,72.2,1.3077,4.0,2004.0,4.0,3.0,3
3.6,1384.0,88.0,1833.0,17.8,65.4,1.3213,4.0,2004.0,4.0,3.0,3
1.8,1473.0,143.0,1948.0,20.6,56.0,1.3467,4.0,2004.0,4.0,3.0,3
1.8,1360.0,130.0,1755.0,23.6,48.0,1.3757,4.0,2004.0,4.0,3.0,3
1.8,1305.0,120.0,1720.0,23.7,49.8,1.4433,4.0,2004.0,4.0,3.0,3
1.8,1337.0,139.0,1786.0,24.7,47.4,1.4527,4.0,2004.0,4.0,3.0,3
1.8,1414.0,139.0,1896.0,25.9,42.8,1.4122,4.0,2004.0,4.0,3.0,3
1.8,1463.0,156.0,1900.0,26.8,43.3,1.4977,4.0,2004.0,4.0,3.0,3
1.8,1530.0,143.0,1975.0,26.6,45.5,1.5555,4.0,2004.0,4.0,3.0,3
1.8,1915.0,186.0,2603.0,24.8,53.9,1.6683,4.0,2004.0,4.0,3.0,3
8.7,1882.0,171.0,2609.0,23.1,61.1,1.7082,4.0,2004.0,4.0,3.0,3
5.8,1589.0,124.0,2216.0,22.2,63.7,1.6865,4.0,2004.0,4.0,3.0,3
4.3,1463.0,97.0,2011.0,21.1,66.1,1.6313,4.0,2004.0,4.0,3.0,3
3.6,1380.0,92.0,1856.0,20.0,69.0,1.5956,4.0,2004.0,4.0,3.0,3
3.9,1383.0,96.0,1855.0,19.1,72.0,1.5732,4.0,2004.0,4.0,3.0,3
2.4,1181.0,74.0,1599.0,18.8,70.6,1.5209,4.0,2004.0,4.0,3.0,3
1.6,1061.0,65.0,1481.0,18.5,69.5,1.4657,5.0,2004.0,4.0,4.0,2
1.8,1091.0,62.0,1467.0,18.4,68.5,1.439,5.0,2004.0,4.0,4.0,2
1.5,1010.0,59.0,1430.0,16.8,73.3,1.3915,5.0,2004.0,4.0,4.0,2
0.7,868.0,109.0,1249.0,17.9,66.8,1.3596,5.0,2004.0,4.0,4.0,2
0.5,852.0,41.0,1204.0,16.5,71.0,1.3239,5.0,2004.0,4.0,4.0,2
0.4,826.0,38.0,1180.0,16.9,67.9,1.295,5.0,2004.0,4.0,4.0,2
0.5,862.0,43.0,1192.0,16.1,69.3,1.2591,5.0,2004.0,4.0,4.0,2
0.8,951.0,52.0,1257.0,16.1,69.6,1.2593,5.0,2004.0,4.0,4.0,2
2.0,1210.0,75.0,1575.0,16.2,70.1,1.2837,5.0,2004.0,4.0,4.0,2
6.2,1601.0,118.0,2252.0,16.5,69.3,1.2897,5.0,2004.0,4.0,4.0,3
4.5,1477.0,126.0,1878.0,19.6,58.3,1.3141,5.0,2004.0,4.0,4.0,3
4.6,1458.0,151.0,1889.0,20.7,55.5,1.3414,5.0,2004.0,4.0,4.0,3
3.3,1354.0,107.0,1799.0,20.8,56.3,1.3664,5.0,2004.0,4.0,4.0,3
3.6,1385.0,114.0,1823.0,21.7,53.1,1.3649,5.0,2004.0,4.0,4.0,3
4.4,1460.0,125.0,1932.0,23.0,49.0,1.362,5.0,2004.0,4.0,4.0,3
4.3,1492.0,138.0,1935.0,24.2,44.0,1.3078,5.0,2004.0,4.0,4.0,3
5.0,1569.0,144.0,2016.0,24.7,43.6,1.3396,5.0,2004.0,4.0,4.0,3
8.1,1870.0,180.0,2483.0,23.0,54.2,1.5066,5.0,2004.0,4.0,4.0,3
8.0,1774.0,154.0,2457.0,21.4,60.9,1.5322,5.0,2004.0,4.0,4.0,3
3.6,1388.0,105.0,1815.0,20.3,61.4,1.4417,5.0,2004.0,4.0,4.0,3
2.9,1303.0,98.0,1619.0,20.0,63.2,1.4581,5.0,2004.0,4.0,4.0,3
2.7,1257.0,93.0,1599.0,19.1,64.4,1.405,5.0,2004.0,4.0,4.0,3
1.9,1132.0,76.0,1474.0,18.1,67.5,1.3855,5.0,2004.0,4.0,4.0,2
1.3,1050.0,69.0,1363.0,17.8,66.9,1.3464,5.0,2004.0,4.0,4.0,2
1.2,1033.0,66.0,1362.0,17.6,66.5,1.3249,6.0,2004.0,4.0,5.0,2
1.8,1106.0,76.0,1395.0,16.1,71.2,1.2948,6.0,2004.0,4.0,5.0,2
1.9,1107.0,73.0,1403.0,15.5,73.3,1.2845,6.0,2004.0,4.0,5.0,2
1.5,1011.0,109.0,1341.0,15.4,72.8,1.2633,6.0,2004.0,4.0,5.0,2
0.9,916.0,54.0,1248.0,15.6,70.8,1.2461,6.0,2004.0,4.0,5.0,2
0.5,852.0,44.0,1172.0,17.0,64.5,1.2374,6.0,2004.0,4.0,5.0,2
0.6,889.0,45.0,1198.0,14.9,72.3,1.2186,6.0,2004.0,4.0,5.0,2
1.1,1002.0,58.0,1307.0,14.0,76.6,1.2183,6.0,2004.0,4.0,5.0,2
2.8,1231.0,87.0,1572.0,14.6,74.2,1.2256,6.0,2004.0,4.0,5.0,3
2.9,1212.0,97.0,1586.0,15.9,69.8,1.253,6.0,2004.0,4.0,5.0,3
1.7,1121.0,80.0,1436.0,18.4,61.3,1.2854,6.0,2004.0,4.0,5.0,2
2.3,1260.0,82.0,1569.0,20.0,56.7,1.3078,6.0,2004.0,4.0,5.0,3
3.3,1391.0,112.0,1691.0,20.4,57.0,1.3507,6.0,2004.0,4.0,5.0,3
3.5,1463.0,121.0,1794.0,20.7,59.3,1.4283,6.0,2004.0,4.0,5.0,3
3.8,1464.0,132.0,1794.0,21.7,54.8,1.4024,6.0,2004.0,4.0,5.0,3
3.4,1412.0,141.0,1672.0,22.0,54.2,1.4096,6.0,2004.0,4.0,5.0,3
3.8,1450.0,130.0,1768.0,21.4,57.1,1.4356,6.0,2004.0,4.0,5.0,3
3.6,1416.0,113.0,1739.0,20.8,58.7,1.4259,6.0,2004.0,4.0,5.0,3
3.5,1346.0,101.0,1674.0,20.1,59.6,1.3852,6.0,2004.0,4.0,5.0,3
2.8,1273.0,91.0,1563.0,20.0,58.4,1.3473,6.0,2004.0,4.0,5.0,3
2.5,1206.0,90.0,1484.0,19.5,58.9,1.3195,6.0,2004.0,4.0,5.0,3
3.1,1252.0,90.0,1526.0,19.5,57.4,1.2874,6.0,2004.0,4.0,5.0,3
1.8,1069.0,83.0,1364.0,19.1,59.2,1.295,6.0,2004.0,4.0,5.0,2
1.6,1061.0,73.0,1359.0,18.8,59.1,1.2702,6.0,2004.0,4.0,5.0,2
1.9,1072.0,80.0,1318.0,18.0,60.4,1.2331,7.0,2004.0,4.0,6.0,2
2.0,1075.0,87.0,1354.0,17.5,60.7,1.2009,7.0,2004.0,4.0,6.0,2
1.4,992.0,79.0,1305.0,17.5,59.4,1.1768,7.0,2004.0,4.0,6.0,2
1.2,914.0,109.0,1210.0,17.1,59.2,1.1477,7.0,2004.0,4.0,6.0,2
1.8,854.0,56.0,1151.0,17.0,52.3,1.0009,7.0,2004.0,4.0,6.0,2
0.7,774.0,42.0,1044.0,16.1,49.8,0.9021,7.0,2004.0,4.0,6.0,2
0.4,757.0,31.0,1004.0,15.5,51.5,0.9026,7.0,2004.0,4.0,6.0,2
0.4,752.0,35.0,997.0,15.1,52.0,0.8878,7.0,2004.0,4.0,6.0,2
0.5,757.0,51.0,967.0,14.9,46.8,0.7885,7.0,2004.0,4.0,6.0,2
0.7,777.0,58.0,963.0,15.5,42.4,0.74,7.0,2004.0,4.0,6.0,2
0.7,774.0,57.0,966.0,16.6,38.2,0.7186,7.0,2004.0,4.0,6.0,2
0.7,805.0,63.0,1033.0,18.0,34.7,0.7089,7.0,2004.0,4.0,6.0,2
1.0,838.0,61.0,1046.0,18.0,35.1,0.7176,7.0,2004.0,4.0,6.0,2
1.0,824.0,34.0,1035.0,17.6,33.8,0.6726,7.0,2004.0,4.0,6.0,2
0.9,812.0,26.0,1044.0,17.5,33.7,0.6691,7.0,2004.0,4.0,6.0,2
0.9,806.0,28.0,1035.0,17.2,33.9,0.6591,7.0,2004.0,4.0,6.0,2
0.9,789.0,50.0,974.0,16.8,32.1,0.6073,7.0,2004.0,4.0,6.0,2
1.1,821.0,55.0,1030.0,16.0,34.1,0.6155,7.0,2004.0,4.0,6.0,2
3.2,1024.0,84.0,1346.0,14.8,37.5,0.6259,7.0,2004.0,4.0,6.0,2
3.1,1009.0,140.0,1201.0,14.4,39.2,0.6407,7.0,2004.0,4.0,6.0,2
3.1,1064.0,138.0,1242.0,14.1,43.0,0.6883,7.0,2004.0,4.0,6.0,2
2.3,1001.0,127.0,1255.0,13.4,48.4,0.7397,7.0,2004.0,4.0,6.0,2
1.8,927.0,117.0,1155.0,12.7,51.2,0.7505,7.0,2004.0,4.0,6.0,2
0.8,819.0,57.0,1060.0,9.9,71.4,0.8736,7.0,2004.0,4.0,6.0,2
0.9,847.0,59.0,1091.0,10.2,71.6,0.8893,8.0,2004.0,4.0,0.0,1
0.8,798.0,62.0,1041.0,10.6,61.3,0.7856,8.0,2004.0,4.0,0.0,1
0.7,757.0,42.0,998.0,11.1,55.6,0.7344,8.0,2004.0,4.0,0.0,1
0.4,703.0,109.0,918.0,11.5,50.4,0.6815,8.0,2004.0,4.0,0.0,1
0.2,689.0,13.0,895.0,11.3,49.5,0.6615,8.0,2004.0,4.0,0.0,1
0.2,698.0,18.0,903.0,10.8,50.9,0.657,8.0,2004.0,4.0,0.0,1
0.3,720.0,26.0,917.0,10.9,50.1,0.6519,8.0,2004.0,4.0,0.0,1
0.7,797.0,72.0,984.0,10.8,49.7,0.6429,8.0,2004.0,4.0,0.0,1
1.7,950.0,131.0,1179.0,10.7,50.4,0.6467,8.0,2004.0,4.0,0.0,1
1.8,887.0,133.0,1111.0,10.9,50.0,0.6531,8.0,2004.0,4.0,0.0,1
1.5,850.0,116.0,1051.0,12.1,46.5,0.653,8.0,2004.0,4.0,0.0,1
1.3,836.0,117.0,1046.0,12.4,44.1,0.6324,8.0,2004.0,4.0,0.0,1
1.2,827.0,103.0,1040.0,13.0,40.1,0.5989,8.0,2004.0,4.0,0.0,1
1.3,819.0,100.0,1027.0,13.4,36.3,0.5556,8.0,2004.0,4.0,0.0,1
1.8,919.0,105.0,1180.0,13.1,38.5,0.5776,8.0,2004.0,4.0,0.0,1
1.7,897.0,121.0,1139.0,11.5,46.4,0.6302,8.0,2004.0,4.0,0.0,1
2.2,973.0,132.0,1226.0,13.1,40.4,0.606,8.0,2004.0,4.0,0.0,1
3.2,1065.0,156.0,1364.0,13.0,39.3,0.5877,8.0,2004.0,4.0,0.0,1
5.9,1341.0,183.0,1778.0,11.3,50.9,0.679,8.0,2004.0,4.0,0.0,3
6.6,1303.0,109.0,1744.0,10.6,53.4,0.6818,8.0,2004.0,4.0,0.0,1
1.8,1189.0,109.0,1574.0,9.5,57.9,0.6877,8.0,2004.0,4.0,0.0,1
1.8,1054.0,109.0,1297.0,8.6,60.5,0.6788,8.0,2004.0,4.0,0.0,1
1.8,943.0,109.0,1129.0,8.5,59.7,0.6649,8.0,2004.0,4.0,0.0,1
1.8,903.0,109.0,1108.0,7.9,61.4,0.6582,8.0,2004.0,4.0,0.0,1
1.8,858.0,109.0,1049.0,7.1,63.6,0.6442,9.0,2004.0,4.0,1.0,1
1.8,821.0,109.0,1013.0,7.2,62.2,0.6362,9.0,2004.0,4.0,1.0,1
1.8,781.0,109.0,986.0,5.6,67.9,0.6247,9.0,2004.0,4.0,1.0,1
1.8,741.0,109.0,952.0,5.1,68.7,0.6077,9.0,2004.0,4.0,1.0,1
1.8,720.0,109.0,938.0,4.4,71.4,0.6024,9.0,2004.0,4.0,1.0,1
1.8,733.0,109.0,964.0,4.1,73.1,0.6074,9.0,2004.0,4.0,1.0,1
1.8,780.0,109.0,1003.0,3.2,76.8,0.5963,9.0,2004.0,4.0,1.0,1
1.8,915.0,109.0,1135.0,3.7,76.2,0.6137,9.0,2004.0,4.0,1.0,1
1.8,1228.0,109.0,1543.0,4.9,70.7,0.6193,9.0,2004.0,4.0,1.0,1
1.8,1239.0,109.0,1593.0,7.1,62.0,0.6265,9.0,2004.0,4.0,1.0,1
1.8,1209.0,109.0,1447.0,8.1,59.1,0.6397,9.0,2004.0,4.0,1.0,1
1.8,1257.0,109.0,1466.0,11.1,48.8,0.643,9.0,2004.0,4.0,1.0,1
1.8,1007.0,109.0,1197.0,11.3,46.5,0.6194,9.0,2004.0,4.0,1.0,1
1.8,1020.0,109.0,1245.0,12.5,42.3,0.6104,9.0,2004.0,4.0,1.0,1
1.8,1094.0,109.0,1327.0,12.5,42.8,0.6177,9.0,2004.0,4.0,1.0,1
2.1,1045.0,109.0,1270.0,12.6,42.4,0.6159,9.0,2004.0,4.0,1.0,1
1.5,909.0,109.0,1083.0,13.8,40.7,0.6405,9.0,2004.0,4.0,1.0,1
1.6,1013.0,109.0,1201.0,11.0,58.8,0.7705,9.0,2004.0,4.0,1.0,1
3.5,1236.0,109.0,1523.0,8.3,76.5,0.8426,9.0,2004.0,4.0,1.0,3
4.6,1275.0,109.0,1605.0,8.6,75.5,0.8469,9.0,2004.0,4.0,1.0,3
4.7,1237.0,109.0,1508.0,8.8,76.6,0.8678,9.0,2004.0,4.0,1.0,3
3.0,1101.0,109.0,1320.0,8.0,81.0,0.8714,9.0,2004.0,4.0,1.0,1
1.5,962.0,109.0,1162.0,7.3,85.7,0.8818,9.0,2004.0,4.0,1.0,1
0.9,841.0,109.0,1067.0,6.5,85.6,0.8353,9.0,2004.0,4.0,1.0,1
0.8,831.0,109.0,1039.0,6.5,83.5,0.8116,10.0,2004.0,4.0,2.0,2
0.7,843.0,109.0,1060.0,6.9,82.3,0.8244,10.0,2004.0,4.0,2.0,2
0.6,798.0,109.0,1049.0,7.3,78.1,0.8041,10.0,2004.0,4.0,2.0,2
0.3,730.0,109.0,950.0,7.9,68.0,0.7265,10.0,2004.0,4.0,2.0,2
0.2,715.0,29.0,925.0,8.0,64.5,0.695,10.0,2004.0,4.0,2.0,2
0.2,726.0,26.0,942.0,8.1,68.6,0.7409,10.0,2004.0,4.0,2.0,2
0.3,771.0,39.0,990.0,6.3,84.8,0.8148,10.0,2004.0,4.0,2.0,2
0.5,805.0,72.0,1019.0,6.7,79.8,0.7872,10.0,2004.0,4.0,2.0,2
1.4,958.0,128.0,1172.0,7.1,77.9,0.7914,10.0,2004.0,4.0,2.0,2
2.0,1021.0,149.0,1297.0,7.9,73.5,0.7883,10.0,2004.0,4.0,2.0,2
1.6,969.0,165.0,1213.0,6.9,86.0,0.8632,10.0,2004.0,4.0,2.0,2
1.3,923.0,150.0,1124.0,6.8,87.1,0.8652,10.0,2004.0,4.0,2.0,2
1.4,973.0,165.0,1213.0,8.0,81.6,0.8755,10.0,2004.0,4.0,2.0,2
1.9,996.0,175.0,1237.0,9.5,70.0,0.8296,10.0,2004.0,4.0,2.0,2
2.7,1055.0,145.0,1301.0,10.5,62.2,0.7923,10.0,2004.0,4.0,2.0,2
2.1,1023.0,98.0,1283.0,11.4,59.1,0.7963,10.0,2004.0,4.0,2.0,2
2.4,1039.0,105.0,1325.0,11.1,58.6,0.7737,10.0,2004.0,4.0,2.0,2
2.7,1051.0,106.0,1333.0,10.8,57.6,0.7473,10.0,2004.0,4.0,2.0,2
2.5,1050.0,141.0,1334.0,10.6,56.9,0.7281,10.0,2004.0,4.0,2.0,2
3.7,1156.0,177.0,1467.0,10.6,59.3,0.7588,10.0,2004.0,4.0,2.0,3
4.6,1277.0,182.0,1636.0,10.0,71.5,0.8768,10.0,2004.0,4.0,2.0,3
3.9,1172.0,193.0,1461.0,10.3,71.1,0.8878,10.0,2004.0,4.0,2.0,3
2.2,1048.0,148.0,1298.0,10.5,70.3,0.893,10.0,2004.0,4.0,2.0,2
2.7,1144.0,167.0,1394.0,10.2,71.3,0.8859,10.0,2004.0,4.0,2.0,3
2.6,1104.0,158.0,1314.0,9.7,73.1,0.8787,11.0,2004.0,4.0,3.0,2
2.1,1038.0,132.0,1271.0,9.3,73.5,0.8651,11.0,2004.0,4.0,3.0,2
1.4,960.0,97.0,1189.0,9.2,73.9,0.8616,11.0,2004.0,4.0,3.0,2
1.2,934.0,109.0,1147.0,8.1,78.1,0.8452,11.0,2004.0,4.0,3.0,2
1.1,930.0,74.0,1151.0,7.6,81.2,0.8483,11.0,2004.0,4.0,3.0,2
1.1,918.0,68.0,1136.0,7.5,81.5,0.8495,11.0,2004.0,4.0,3.0,2
1.1,952.0,89.0,1153.0,8.3,77.2,0.8464,11.0,2004.0,4.0,3.0,2
1.5,1019.0,117.0,1244.0,8.9,75.6,0.8667,11.0,2004.0,4.0,3.0,2
3.1,1287.0,190.0,1580.0,9.2,81.7,0.9506,11.0,2004.0,4.0,3.0,3
6.8,1578.0,211.0,2032.0,9.9,83.4,1.0194,11.0,2004.0,4.0,3.0,3
5.4,1417.0,190.0,1709.0,10.2,82.3,1.0253,11.0,2004.0,4.0,3.0,3
4.5,1392.0,194.0,1631.0,11.2,80.7,1.0688,11.0,2004.0,4.0,3.0,3
3.0,1147.0,210.0,1415.0,11.8,76.1,1.0516,11.0,2004.0,4.0,3.0,3
2.8,1150.0,199.0,1450.0,12.5,71.3,1.0285,11.0,2004.0,4.0,3.0,3
3.9,1252.0,178.0,1614.0,13.2,68.4,1.0346,11.0,2004.0,4.0,3.0,3
3.4,1186.0,184.0,1493.0,12.5,73.2,1.0563,11.0,2004.0,4.0,3.0,3
3.2,1172.0,186.0,1449.0,12.2,75.7,1.0693,11.0,2004.0,4.0,3.0,3
2.8,1109.0,168.0,1361.0,11.5,78.1,1.0565,11.0,2004.0,4.0,3.0,3
3.9,1201.0,187.0,1546.0,11.6,76.0,1.0354,11.0,2004.0,4.0,3.0,3
3.5,1189.0,166.0,1534.0,12.0,73.3,1.0264,11.0,2004.0,4.0,3.0,3
4.7,1282.0,177.0,1671.0,12.9,68.8,1.0175,11.0,2004.0,4.0,3.0,3
4.6,1207.0,207.0,1570.0,13.1,69.6,1.0464,11.0,2004.0,4.0,3.0,3
1.2,904.0,114.0,1172.0,12.3,73.4,1.049,11.0,2004.0,4.0,3.0,2
1.1,900.0,84.0,1153.0,12.7,71.0,1.0387,11.0,2004.0,4.0,3.0,2
1.2,932.0,92.0,1180.0,12.9,69.9,1.0371,12.0,2004.0,4.0,4.0,2
1.6,968.0,111.0,1209.0,12.9,70.5,1.0442,12.0,2004.0,4.0,4.0,2
0.7,827.0,71.0,1120.0,13.1,67.7,1.0198,12.0,2004.0,4.0,4.0,2
0.4,789.0,109.0,1054.0,13.1,67.6,1.0127,12.0,2004.0,4.0,4.0,2
1.8,812.0,43.0,1079.0,13.8,64.0,1.0042,12.0,2004.0,4.0,4.0,2
0.6,811.0,50.0,1085.0,13.7,64.4,1.0036,12.0,2004.0,4.0,4.0,2
0.5,827.0,53.0,1087.0,13.9,63.8,1.0079,12.0,2004.0,4.0,4.0,2
0.6,849.0,67.0,1108.0,14.1,64.5,1.0287,12.0,2004.0,4.0,4.0,2
1.4,1001.0,113.0,1257.0,14.0,66.1,1.0488,12.0,2004.0,4.0,4.0,2
2.0,1021.0,140.0,1314.0,14.2,66.4,1.0673,12.0,2004.0,4.0,4.0,2
1.6,978.0,116.0,1257.0,14.9,62.5,1.0529,12.0,2004.0,4.0,4.0,2
1.6,996.0,122.0,1277.0,16.3,58.4,1.0729,12.0,2004.0,4.0,4.0,2
1.7,1014.0,116.0,1297.0,16.9,56.5,1.0801,12.0,2004.0,4.0,4.0,2
2.0,1061.0,118.0,1366.0,17.4,55.8,1.098,12.0,2004.0,4.0,4.0,2
2.3,1092.0,125.0,1418.0,17.4,57.3,1.1328,12.0,2004.0,4.0,4.0,2
2.4,1129.0,126.0,1480.0,17.7,55.5,1.1127,12.0,2004.0,4.0,4.0,3
2.2,1077.0,135.0,1405.0,16.8,58.9,1.1199,12.0,2004.0,4.0,4.0,2
2.6,1153.0,140.0,1496.0,17.0,57.5,1.1071,12.0,2004.0,4.0,4.0,3
4.0,1234.0,163.0,1597.0,16.2,60.2,1.1003,12.0,2004.0,4.0,4.0,3
5.2,1319.0,178.0,1735.0,16.7,58.0,1.0916,12.0,2004.0,4.0,4.0,3
3.9,1251.0,160.0,1677.0,16.5,58.8,1.0921,12.0,2004.0,4.0,4.0,3
3.8,1165.0,166.0,1467.0,15.8,61.1,1.0856,12.0,2004.0,4.0,4.0,3
1.6,954.0,115.0,1243.0,15.7,60.8,1.0769,12.0,2004.0,4.0,4.0,2
1.5,971.0,107.0,1252.0,15.9,59.6,1.0673,12.0,2004.0,4.0,4.0,2
1.6,961.0,108.0,1212.0,15.6,60.0,1.0594,13.0,2004.0,4.0,5.0,2
1.5,952.0,111.0,1203.0,15.6,60.1,1.0557,13.0,2004.0,4.0,5.0,2
1.0,875.0,75.0,1133.0,15.7,59.5,1.0534,13.0,2004.0,4.0,5.0,2
0.8,891.0,109.0,1137.0,15.7,60.1,1.064,13.0,2004.0,4.0,5.0,2
1.3,1006.0,88.0,1239.0,15.6,61.7,1.0847,13.0,2004.0,4.0,5.0,2
1.0,907.0,71.0,1173.0,15.8,59.9,1.0693,13.0,2004.0,4.0,5.0,2
1.0,938.0,75.0,1185.0,15.2,61.8,1.0602,13.0,2004.0,4.0,5.0,2
0.9,925.0,86.0,1154.0,16.1,55.4,1.0089,13.0,2004.0,4.0,5.0,2
2.1,1157.0,124.0,1365.0,14.9,64.1,1.0773,13.0,2004.0,4.0,5.0,2
2.1,1169.0,128.0,1409.0,15.6,62.0,1.0904,13.0,2004.0,4.0,5.0,2
3.1,1312.0,164.0,1568.0,17.9,54.6,1.11,13.0,2004.0,4.0,5.0,3
3.8,1347.0,199.0,1627.0,21.1,44.5,1.0964,13.0,2004.0,4.0,5.0,3
3.7,1321.0,192.0,1617.0,20.3,46.7,1.0971,13.0,2004.0,4.0,5.0,3
3.6,1267.0,166.0,1503.0,21.5,42.7,1.0837,13.0,2004.0,4.0,5.0,3
3.3,1234.0,133.0,1476.0,21.5,43.1,1.0919,13.0,2004.0,4.0,5.0,3
2.1,1101.0,118.0,1374.0,21.5,43.4,1.0965,13.0,2004.0,4.0,5.0,2
2.3,1149.0,133.0,1434.0,20.8,45.5,1.1054,13.0,2004.0,4.0,5.0,3
2.1,1094.0,128.0,1371.0,19.2,49.6,1.0893,13.0,2004.0,4.0,5.0,2
1.9,1056.0,116.0,1308.0,18.3,51.6,1.0732,13.0,2004.0,4.0,5.0,2
1.9,1030.0,118.0,1275.0,17.7,51.5,1.0357,13.0,2004.0,4.0,5.0,2
2.3,1075.0,142.0,1305.0,17.2,51.5,1.0015,13.0,2004.0,4.0,5.0,2
1.7,927.0,113.0,1157.0,15.9,54.9,0.9853,13.0,2004.0,4.0,5.0,2
0.8,793.0,59.0,1036.0,14.0,55.2,0.8807,13.0,2004.0,4.0,5.0,2
0.8,796.0,52.0,1026.0,13.3,53.0,0.8044,13.0,2004.0,4.0,5.0,2
0.8,780.0,57.0,997.0,11.9,55.5,0.7711,14.0,2004.0,4.0,6.0,2
0.8,774.0,58.0,984.0,11.4,54.6,0.7363,14.0,2004.0,4.0,6.0,2
0.6,718.0,44.0,914.0,10.4,53.7,0.6749,14.0,2004.0,4.0,6.0,2
0.4,705.0,109.0,885.0,9.9,54.3,0.6609,14.0,2004.0,4.0,6.0,2
0.3,689.0,26.0,863.0,9.8,51.3,0.6225,14.0,2004.0,4.0,6.0,2
0.3,678.0,20.0,853.0,9.5,52.2,0.6198,14.0,2004.0,4.0,6.0,2
0.2,655.0,17.0,814.0,10.0,45.7,0.5598,14.0,2004.0,4.0,6.0,2
0.2,649.0,21.0,798.0,10.2,41.9,0.5209,14.0,2004.0,4.0,6.0,2
0.3,647.0,29.0,779.0,10.6,36.1,0.4624,14.0,2004.0,4.0,6.0,2
0.3,667.0,39.0,790.0,10.7,36.0,0.4623,14.0,2004.0,4.0,6.0,2
